"Plot Title: 10537882"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10537882, SEN S/N: 10537882)","Coupler Detached (LGR S/N: 10537882)","End Of File (LGR S/N: 10537882)"
97,05/24/20 01:00:00 PM,7.469,,
98,05/24/20 02:00:00 PM,7.569,,
99,05/24/20 03:00:00 PM,7.619,,
100,05/24/20 04:00:00 PM,7.670,,
101,05/24/20 05:00:00 PM,7.720,,
102,05/24/20 06:00:00 PM,7.770,,
103,05/24/20 07:00:00 PM,7.795,,
104,05/24/20 08:00:00 PM,7.795,,
105,05/24/20 09:00:00 PM,7.770,,
106,05/24/20 10:00:00 PM,7.745,,
107,05/24/20 11:00:00 PM,7.695,,
108,05/25/20 12:00:00 AM,7.645,,
109,05/25/20 01:00:00 AM,7.544,,
110,05/25/20 02:00:00 AM,7.444,,
111,05/25/20 03:00:00 AM,7.293,,
112,05/25/20 04:00:00 AM,7.116,,
113,05/25/20 05:00:00 AM,6.940,,
114,05/25/20 06:00:00 AM,6.763,,
115,05/25/20 07:00:00 AM,6.585,,
116,05/25/20 08:00:00 AM,6.458,,
117,05/25/20 09:00:00 AM,6.382,,
118,05/25/20 10:00:00 AM,6.331,,
119,05/25/20 11:00:00 AM,6.306,,
120,05/25/20 12:00:00 PM,6.281,,
121,05/25/20 01:00:00 PM,6.281,,
122,05/25/20 02:00:00 PM,6.281,,
123,05/25/20 03:00:00 PM,6.306,,
124,05/25/20 04:00:00 PM,6.255,,
125,05/25/20 05:00:00 PM,6.230,,
126,05/25/20 06:00:00 PM,6.179,,
127,05/25/20 07:00:00 PM,6.128,,
128,05/25/20 08:00:00 PM,6.102,,
129,05/25/20 09:00:00 PM,6.077,,
130,05/25/20 10:00:00 PM,6.051,,
131,05/25/20 11:00:00 PM,5.975,,
132,05/26/20 12:00:00 AM,5.924,,
133,05/26/20 01:00:00 AM,5.847,,
134,05/26/20 02:00:00 AM,5.796,,
135,05/26/20 03:00:00 AM,5.719,,
136,05/26/20 04:00:00 AM,5.642,,
137,05/26/20 05:00:00 AM,5.591,,
138,05/26/20 06:00:00 AM,5.565,,
139,05/26/20 07:00:00 AM,5.565,,
140,05/26/20 08:00:00 AM,5.539,,
141,05/26/20 09:00:00 AM,5.462,,
142,05/26/20 10:00:00 AM,5.437,,
143,05/26/20 11:00:00 AM,5.385,,
144,05/26/20 12:00:00 PM,5.385,,
145,05/26/20 01:00:00 PM,5.488,,
146,05/26/20 02:00:00 PM,5.616,,
147,05/26/20 03:00:00 PM,5.719,,
148,05/26/20 04:00:00 PM,5.949,,
149,05/26/20 05:00:00 PM,6.102,,
150,05/26/20 06:00:00 PM,6.204,,
151,05/26/20 07:00:00 PM,6.230,,
152,05/26/20 08:00:00 PM,6.179,,
153,05/26/20 09:00:00 PM,6.077,,
154,05/26/20 10:00:00 PM,6.000,,
155,05/26/20 11:00:00 PM,5.949,,
156,05/27/20 12:00:00 AM,5.898,,
157,05/27/20 01:00:00 AM,5.847,,
158,05/27/20 02:00:00 AM,5.745,,
159,05/27/20 03:00:00 AM,5.642,,
160,05/27/20 04:00:00 AM,5.539,,
161,05/27/20 05:00:00 AM,5.488,,
162,05/27/20 06:00:00 AM,5.437,,
163,05/27/20 07:00:00 AM,5.411,,
164,05/27/20 08:00:00 AM,5.360,,
165,05/27/20 09:00:00 AM,5.360,,
166,05/27/20 10:00:00 AM,5.437,,
167,05/27/20 11:00:00 AM,5.514,,
168,05/27/20 12:00:00 PM,5.642,,
169,05/27/20 01:00:00 PM,5.847,,
170,05/27/20 02:00:00 PM,6.026,,
171,05/27/20 03:00:00 PM,6.204,,
172,05/27/20 04:00:00 PM,6.331,,
173,05/27/20 05:00:00 PM,6.458,,
174,05/27/20 06:00:00 PM,6.535,,
175,05/27/20 07:00:00 PM,6.687,,
176,05/27/20 08:00:00 PM,6.737,,
177,05/27/20 09:00:00 PM,6.712,,
178,05/27/20 10:00:00 PM,6.636,,
179,05/27/20 11:00:00 PM,6.636,,
180,05/28/20 12:00:00 AM,6.560,,
181,05/28/20 01:00:00 AM,6.458,,
182,05/28/20 02:00:00 AM,6.382,,
183,05/28/20 03:00:00 AM,6.331,,
184,05/28/20 04:00:00 AM,6.306,,
185,05/28/20 05:00:00 AM,6.281,,
186,05/28/20 06:00:00 AM,6.230,,
187,05/28/20 07:00:00 AM,6.204,,
188,05/28/20 08:00:00 AM,6.204,,
189,05/28/20 09:00:00 AM,6.179,,
190,05/28/20 10:00:00 AM,6.102,,
191,05/28/20 11:00:00 AM,6.051,,
192,05/28/20 12:00:00 PM,6.077,,
193,05/28/20 01:00:00 PM,6.255,,
194,05/28/20 02:00:00 PM,6.458,,
195,05/28/20 03:00:00 PM,6.611,,
196,05/28/20 04:00:00 PM,6.889,,
197,05/28/20 05:00:00 PM,7.015,,
198,05/28/20 06:00:00 PM,7.192,,
199,05/28/20 07:00:00 PM,7.116,,
200,05/28/20 08:00:00 PM,7.142,,
201,05/28/20 09:00:00 PM,7.242,,
202,05/28/20 10:00:00 PM,7.343,,
203,05/28/20 11:00:00 PM,7.368,,
204,05/29/20 12:00:00 AM,7.343,,
205,05/29/20 01:00:00 AM,7.242,,
206,05/29/20 02:00:00 AM,7.192,,
207,05/29/20 03:00:00 AM,7.167,,
208,05/29/20 04:00:00 AM,7.116,,
209,05/29/20 05:00:00 AM,7.041,,
210,05/29/20 06:00:00 AM,6.940,,
211,05/29/20 07:00:00 AM,6.839,,
212,05/29/20 08:00:00 AM,6.788,,
213,05/29/20 09:00:00 AM,6.788,,
214,05/29/20 10:00:00 AM,6.889,,
215,05/29/20 11:00:00 AM,7.091,,
216,05/29/20 12:00:00 PM,7.268,,
217,05/29/20 01:00:00 PM,7.368,,
218,05/29/20 02:00:00 PM,7.569,,
219,05/29/20 03:00:00 PM,7.594,,
220,05/29/20 04:00:00 PM,7.795,,
221,05/29/20 05:00:00 PM,7.970,,
222,05/29/20 06:00:00 PM,8.095,,
223,05/29/20 07:00:00 PM,8.170,,
224,05/29/20 08:00:00 PM,8.195,,
225,05/29/20 09:00:00 PM,8.270,,
226,05/29/20 10:00:00 PM,8.270,,
227,05/29/20 11:00:00 PM,8.170,,
228,05/30/20 12:00:00 AM,8.095,,
229,05/30/20 01:00:00 AM,8.045,,
230,05/30/20 02:00:00 AM,7.995,,
231,05/30/20 03:00:00 AM,7.895,,
232,05/30/20 04:00:00 AM,7.795,,
233,05/30/20 05:00:00 AM,7.770,,
234,05/30/20 06:00:00 AM,7.695,,
235,05/30/20 07:00:00 AM,7.619,,
236,05/30/20 08:00:00 AM,7.569,,
237,05/30/20 09:00:00 AM,7.594,,
238,05/30/20 10:00:00 AM,7.695,,
239,05/30/20 11:00:00 AM,7.895,,
240,05/30/20 12:00:00 PM,8.145,,
241,05/30/20 01:00:00 PM,8.394,,
242,05/30/20 02:00:00 PM,8.693,,
243,05/30/20 03:00:00 PM,8.891,,
244,05/30/20 04:00:00 PM,9.064,,
245,05/30/20 05:00:00 PM,9.287,,
246,05/30/20 06:00:00 PM,9.287,,
247,05/30/20 07:00:00 PM,9.336,,
248,05/30/20 08:00:00 PM,9.386,,
249,05/30/20 09:00:00 PM,9.312,,
250,05/30/20 10:00:00 PM,9.188,,
251,05/30/20 11:00:00 PM,9.064,,
252,05/31/20 12:00:00 AM,8.990,,
253,05/31/20 01:00:00 AM,8.941,,
254,05/31/20 02:00:00 AM,8.866,,
255,05/31/20 03:00:00 AM,8.792,,
256,05/31/20 04:00:00 AM,8.668,,
257,05/31/20 05:00:00 AM,8.519,,
258,05/31/20 06:00:00 AM,8.394,,
259,05/31/20 07:00:00 AM,8.319,,
260,05/31/20 08:00:00 AM,8.295,,
261,05/31/20 09:00:00 AM,8.295,,
262,05/31/20 10:00:00 AM,8.344,,
263,05/31/20 11:00:00 AM,8.469,,
264,05/31/20 12:00:00 PM,8.618,,
265,05/31/20 01:00:00 PM,8.693,,
266,05/31/20 02:00:00 PM,8.792,,
267,05/31/20 03:00:00 PM,8.817,,
268,05/31/20 04:00:00 PM,8.990,,
269,05/31/20 05:00:00 PM,9.064,,
270,05/31/20 06:00:00 PM,9.163,,
271,05/31/20 07:00:00 PM,9.312,,
272,05/31/20 08:00:00 PM,9.361,,
273,05/31/20 09:00:00 PM,9.361,,
274,05/31/20 10:00:00 PM,9.312,,
275,05/31/20 11:00:00 PM,9.287,,
276,06/01/20 12:00:00 AM,9.262,,
277,06/01/20 01:00:00 AM,9.238,,
278,06/01/20 02:00:00 AM,9.213,,
279,06/01/20 03:00:00 AM,9.163,,
280,06/01/20 04:00:00 AM,9.089,,
281,06/01/20 05:00:00 AM,8.990,,
282,06/01/20 06:00:00 AM,8.941,,
283,06/01/20 07:00:00 AM,8.941,,
284,06/01/20 08:00:00 AM,8.965,,
285,06/01/20 09:00:00 AM,8.990,,
286,06/01/20 10:00:00 AM,8.990,,
287,06/01/20 11:00:00 AM,9.040,,
288,06/01/20 12:00:00 PM,9.139,,
289,06/01/20 01:00:00 PM,9.213,,
290,06/01/20 02:00:00 PM,9.435,,
291,06/01/20 03:00:00 PM,9.509,,
292,06/01/20 04:00:00 PM,9.632,,
293,06/01/20 05:00:00 PM,9.632,,
294,06/01/20 06:00:00 PM,9.682,,
295,06/01/20 07:00:00 PM,9.706,,
296,06/01/20 08:00:00 PM,9.731,,
297,06/01/20 09:00:00 PM,9.682,,
298,06/01/20 10:00:00 PM,9.583,,
299,06/01/20 11:00:00 PM,9.509,,
300,06/02/20 12:00:00 AM,9.361,,
301,06/02/20 01:00:00 AM,9.213,,
302,06/02/20 02:00:00 AM,9.064,,
303,06/02/20 03:00:00 AM,8.941,,
304,06/02/20 04:00:00 AM,8.891,,
305,06/02/20 05:00:00 AM,8.841,,
306,06/02/20 06:00:00 AM,8.767,,
307,06/02/20 07:00:00 AM,8.693,,
308,06/02/20 08:00:00 AM,8.643,,
309,06/02/20 09:00:00 AM,8.568,,
310,06/02/20 10:00:00 AM,8.568,,
311,06/02/20 11:00:00 AM,8.519,,
312,06/02/20 12:00:00 PM,8.543,,
313,06/02/20 01:00:00 PM,8.469,,
314,06/02/20 02:00:00 PM,8.618,,
315,06/02/20 03:00:00 PM,8.693,,
316,06/02/20 04:00:00 PM,8.841,,
317,06/02/20 05:00:00 PM,8.990,,
318,06/02/20 06:00:00 PM,8.916,,
319,06/02/20 07:00:00 PM,8.717,,
320,06/02/20 08:00:00 PM,8.742,,
321,06/02/20 09:00:00 PM,8.717,,
322,06/02/20 10:00:00 PM,8.767,,
323,06/02/20 11:00:00 PM,8.767,,
324,06/03/20 12:00:00 AM,8.693,,
325,06/03/20 01:00:00 AM,8.618,,
326,06/03/20 02:00:00 AM,8.444,,
327,06/03/20 03:00:00 AM,8.245,,
328,06/03/20 04:00:00 AM,8.095,,
329,06/03/20 05:00:00 AM,7.945,,
330,06/03/20 06:00:00 AM,7.795,,
331,06/03/20 07:00:00 AM,7.695,,
332,06/03/20 08:00:00 AM,7.594,,
333,06/03/20 09:00:00 AM,7.544,,
334,06/03/20 10:00:00 AM,7.519,,
335,06/03/20 11:00:00 AM,7.544,,
336,06/03/20 12:00:00 PM,7.619,,
337,06/03/20 01:00:00 PM,7.670,,
338,06/03/20 02:00:00 PM,7.770,,
339,06/03/20 03:00:00 PM,7.970,,
340,06/03/20 04:00:00 PM,8.120,,
341,06/03/20 05:00:00 PM,8.245,,
342,06/03/20 06:00:00 PM,8.319,,
343,06/03/20 07:00:00 PM,8.419,,
344,06/03/20 08:00:00 PM,8.419,,
345,06/03/20 09:00:00 PM,8.444,,
346,06/03/20 10:00:00 PM,8.319,,
347,06/03/20 11:00:00 PM,8.220,,
348,06/04/20 12:00:00 AM,8.145,,
349,06/04/20 01:00:00 AM,8.095,,
350,06/04/20 02:00:00 AM,8.070,,
351,06/04/20 03:00:00 AM,7.995,,
352,06/04/20 04:00:00 AM,7.870,,
353,06/04/20 05:00:00 AM,7.745,,
354,06/04/20 06:00:00 AM,7.670,,
355,06/04/20 07:00:00 AM,7.645,,
356,06/04/20 08:00:00 AM,7.619,,
357,06/04/20 09:00:00 AM,7.645,,
358,06/04/20 10:00:00 AM,7.645,,
359,06/04/20 11:00:00 AM,7.695,,
360,06/04/20 12:00:00 PM,7.895,,
361,06/04/20 01:00:00 PM,8.070,,
362,06/04/20 02:00:00 PM,8.295,,
363,06/04/20 03:00:00 PM,8.593,,
364,06/04/20 04:00:00 PM,8.965,,
365,06/04/20 05:00:00 PM,9.238,,
366,06/04/20 06:00:00 PM,9.460,,
367,06/04/20 07:00:00 PM,9.583,,
368,06/04/20 08:00:00 PM,9.682,,
369,06/04/20 09:00:00 PM,9.583,,
370,06/04/20 10:00:00 PM,9.485,,
371,06/04/20 11:00:00 PM,9.336,,
372,06/05/20 12:00:00 AM,9.213,,
373,06/05/20 01:00:00 AM,9.089,,
374,06/05/20 02:00:00 AM,8.965,,
375,06/05/20 03:00:00 AM,8.866,,
376,06/05/20 04:00:00 AM,8.717,,
377,06/05/20 05:00:00 AM,8.469,,
378,06/05/20 06:00:00 AM,8.295,,
379,06/05/20 07:00:00 AM,8.145,,
380,06/05/20 08:00:00 AM,8.045,,
381,06/05/20 09:00:00 AM,7.970,,
382,06/05/20 10:00:00 AM,7.995,,
383,06/05/20 11:00:00 AM,8.095,,
384,06/05/20 12:00:00 PM,8.195,,
385,06/05/20 01:00:00 PM,8.344,,
386,06/05/20 02:00:00 PM,8.494,,
387,06/05/20 03:00:00 PM,8.494,,
388,06/05/20 04:00:00 PM,8.693,,
389,06/05/20 05:00:00 PM,8.767,,
390,06/05/20 06:00:00 PM,8.767,,
391,06/05/20 07:00:00 PM,8.891,,
392,06/05/20 08:00:00 PM,8.891,,
393,06/05/20 09:00:00 PM,8.891,,
394,06/05/20 10:00:00 PM,8.841,,
395,06/05/20 11:00:00 PM,8.817,,
396,06/06/20 12:00:00 AM,8.817,,
397,06/06/20 01:00:00 AM,8.767,,
398,06/06/20 02:00:00 AM,8.693,,
399,06/06/20 03:00:00 AM,8.568,,
400,06/06/20 04:00:00 AM,8.419,,
401,06/06/20 05:00:00 AM,8.245,,
402,06/06/20 06:00:00 AM,8.145,,
403,06/06/20 07:00:00 AM,8.070,,
404,06/06/20 08:00:00 AM,8.020,,
405,06/06/20 09:00:00 AM,8.045,,
406,06/06/20 10:00:00 AM,8.070,,
407,06/06/20 11:00:00 AM,8.170,,
408,06/06/20 12:00:00 PM,8.419,,
409,06/06/20 01:00:00 PM,8.618,,
410,06/06/20 02:00:00 PM,8.717,,
411,06/06/20 03:00:00 PM,8.742,,
412,06/06/20 04:00:00 PM,8.916,,
413,06/06/20 05:00:00 PM,9.089,,
414,06/06/20 06:00:00 PM,9.064,,
415,06/06/20 07:00:00 PM,9.139,,
416,06/06/20 08:00:00 PM,9.188,,
417,06/06/20 09:00:00 PM,9.163,,
418,06/06/20 10:00:00 PM,9.089,,
419,06/06/20 11:00:00 PM,8.990,,
420,06/07/20 12:00:00 AM,8.866,,
421,06/07/20 01:00:00 AM,8.742,,
422,06/07/20 02:00:00 AM,8.618,,
423,06/07/20 03:00:00 AM,8.543,,
424,06/07/20 04:00:00 AM,8.419,,
425,06/07/20 05:00:00 AM,8.245,,
426,06/07/20 06:00:00 AM,8.070,,
427,06/07/20 07:00:00 AM,7.970,,
428,06/07/20 08:00:00 AM,7.920,,
429,06/07/20 09:00:00 AM,7.920,,
430,06/07/20 10:00:00 AM,7.995,,
431,06/07/20 11:00:00 AM,8.145,,
432,06/07/20 12:00:00 PM,8.369,,
433,06/07/20 01:00:00 PM,8.593,,
434,06/07/20 02:00:00 PM,8.792,,
435,06/07/20 03:00:00 PM,8.941,,
436,06/07/20 04:00:00 PM,8.841,,
437,06/07/20 05:00:00 PM,8.891,,
438,06/07/20 06:00:00 PM,9.040,,
439,06/07/20 07:00:00 PM,9.139,,
440,06/07/20 08:00:00 PM,9.213,,
441,06/07/20 09:00:00 PM,9.312,,
442,06/07/20 10:00:00 PM,9.287,,
443,06/07/20 11:00:00 PM,9.238,,
444,06/08/20 12:00:00 AM,9.139,,
445,06/08/20 01:00:00 AM,9.089,,
446,06/08/20 02:00:00 AM,9.064,,
447,06/08/20 03:00:00 AM,8.990,,
448,06/08/20 04:00:00 AM,8.916,,
449,06/08/20 05:00:00 AM,8.866,,
450,06/08/20 06:00:00 AM,8.841,,
451,06/08/20 07:00:00 AM,8.792,,
452,06/08/20 08:00:00 AM,8.742,,
453,06/08/20 09:00:00 AM,8.668,,
454,06/08/20 10:00:00 AM,8.643,,
455,06/08/20 11:00:00 AM,8.618,,
456,06/08/20 12:00:00 PM,8.618,,
457,06/08/20 01:00:00 PM,8.717,,
458,06/08/20 02:00:00 PM,8.866,,
459,06/08/20 03:00:00 PM,9.114,,
460,06/08/20 04:00:00 PM,9.336,,
461,06/08/20 05:00:00 PM,9.534,,
462,06/08/20 06:00:00 PM,9.534,,
463,06/08/20 07:00:00 PM,9.583,,
464,06/08/20 08:00:00 PM,9.583,,
465,06/08/20 09:00:00 PM,9.583,,
466,06/08/20 10:00:00 PM,9.558,,
467,06/08/20 11:00:00 PM,9.509,,
468,06/09/20 12:00:00 AM,9.435,,
469,06/09/20 01:00:00 AM,9.361,,
470,06/09/20 02:00:00 AM,9.262,,
471,06/09/20 03:00:00 AM,9.188,,
472,06/09/20 04:00:00 AM,9.089,,
473,06/09/20 05:00:00 AM,8.965,,
474,06/09/20 06:00:00 AM,8.817,,
475,06/09/20 07:00:00 AM,8.693,,
476,06/09/20 08:00:00 AM,8.643,,
477,06/09/20 09:00:00 AM,8.593,,
478,06/09/20 10:00:00 AM,8.593,,
479,06/09/20 11:00:00 AM,8.643,,
480,06/09/20 12:00:00 PM,8.742,,
481,06/09/20 01:00:00 PM,8.941,,
482,06/09/20 02:00:00 PM,9.188,,
483,06/09/20 03:00:00 PM,9.460,,
484,06/09/20 04:00:00 PM,9.435,,
485,06/09/20 05:00:00 PM,9.386,,
486,06/09/20 06:00:00 PM,9.435,,
487,06/09/20 07:00:00 PM,9.435,,
488,06/09/20 08:00:00 PM,9.410,,
489,06/09/20 09:00:00 PM,9.386,,
490,06/09/20 10:00:00 PM,9.312,,
491,06/09/20 11:00:00 PM,9.213,,
492,06/10/20 12:00:00 AM,9.089,,
493,06/10/20 01:00:00 AM,8.965,,
494,06/10/20 02:00:00 AM,8.866,,
495,06/10/20 03:00:00 AM,8.767,,
496,06/10/20 04:00:00 AM,8.643,,
497,06/10/20 05:00:00 AM,8.494,,
498,06/10/20 06:00:00 AM,8.369,,
499,06/10/20 07:00:00 AM,8.295,,
500,06/10/20 08:00:00 AM,8.270,,
501,06/10/20 09:00:00 AM,8.319,,
502,06/10/20 10:00:00 AM,8.444,,
503,06/10/20 11:00:00 AM,8.643,,
504,06/10/20 12:00:00 PM,8.866,,
505,06/10/20 01:00:00 PM,9.139,,
506,06/10/20 02:00:00 PM,9.460,,
507,06/10/20 03:00:00 PM,9.657,,
508,06/10/20 04:00:00 PM,9.731,,
509,06/10/20 05:00:00 PM,9.903,,
510,06/10/20 06:00:00 PM,10.124,,
511,06/10/20 07:00:00 PM,10.222,,
512,06/10/20 08:00:00 PM,10.296,,
513,06/10/20 09:00:00 PM,10.394,,
514,06/10/20 10:00:00 PM,10.443,,
515,06/10/20 11:00:00 PM,10.541,,
516,06/11/20 12:00:00 AM,10.565,,
517,06/11/20 01:00:00 AM,10.418,,
518,06/11/20 02:00:00 AM,10.173,,
519,06/11/20 03:00:00 AM,9.928,,
520,06/11/20 04:00:00 AM,9.829,,
521,06/11/20 05:00:00 AM,9.780,,
522,06/11/20 06:00:00 AM,9.731,,
523,06/11/20 07:00:00 AM,9.682,,
524,06/11/20 08:00:00 AM,9.682,,
525,06/11/20 09:00:00 AM,9.731,,
526,06/11/20 10:00:00 AM,9.805,,
527,06/11/20 11:00:00 AM,9.903,,
528,06/11/20 12:00:00 PM,10.001,,
529,06/11/20 01:00:00 PM,10.296,,
530,06/11/20 02:00:00 PM,10.638,,
531,06/11/20 03:00:00 PM,10.834,,
532,06/11/20 04:00:00 PM,10.907,,
533,06/11/20 05:00:00 PM,10.956,,
534,06/11/20 06:00:00 PM,11.053,,
535,06/11/20 07:00:00 PM,11.175,,
536,06/11/20 08:00:00 PM,11.151,,
537,06/11/20 09:00:00 PM,11.102,,
538,06/11/20 10:00:00 PM,11.005,,
539,06/11/20 11:00:00 PM,10.956,,
540,06/12/20 12:00:00 AM,10.907,,
541,06/12/20 01:00:00 AM,10.883,,
542,06/12/20 02:00:00 AM,10.834,,
543,06/12/20 03:00:00 AM,10.761,,
544,06/12/20 04:00:00 AM,10.663,,
545,06/12/20 05:00:00 AM,10.614,,
546,06/12/20 06:00:00 AM,10.590,,
547,06/12/20 07:00:00 AM,10.565,,
548,06/12/20 08:00:00 AM,10.492,,
549,06/12/20 09:00:00 AM,10.443,,
550,06/12/20 10:00:00 AM,10.467,,
551,06/12/20 11:00:00 AM,10.614,,
552,06/12/20 12:00:00 PM,10.712,,
553,06/12/20 01:00:00 PM,10.858,,
554,06/12/20 02:00:00 PM,11.078,,
555,06/12/20 03:00:00 PM,11.321,,
556,06/12/20 04:00:00 PM,11.467,,
557,06/12/20 05:00:00 PM,11.637,,
558,06/12/20 06:00:00 PM,11.637,,
559,06/12/20 07:00:00 PM,11.540,,
560,06/12/20 08:00:00 PM,11.394,,
561,06/12/20 09:00:00 PM,11.346,,
562,06/12/20 10:00:00 PM,11.297,,
563,06/12/20 11:00:00 PM,11.370,,
564,06/13/20 12:00:00 AM,11.346,,
565,06/13/20 01:00:00 AM,11.200,,
566,06/13/20 02:00:00 AM,11.029,,
567,06/13/20 03:00:00 AM,10.907,,
568,06/13/20 04:00:00 AM,10.785,,
569,06/13/20 05:00:00 AM,10.614,,
570,06/13/20 06:00:00 AM,10.443,,
571,06/13/20 07:00:00 AM,10.296,,
572,06/13/20 08:00:00 AM,10.198,,
573,06/13/20 09:00:00 AM,10.149,,
574,06/13/20 10:00:00 AM,10.149,,
575,06/13/20 11:00:00 AM,10.271,,
576,06/13/20 12:00:00 PM,10.418,,
577,06/13/20 01:00:00 PM,10.565,,
578,06/13/20 02:00:00 PM,10.761,,
579,06/13/20 03:00:00 PM,10.956,,
580,06/13/20 04:00:00 PM,11.200,,
581,06/13/20 05:00:00 PM,11.200,,
582,06/13/20 06:00:00 PM,11.005,,
583,06/13/20 07:00:00 PM,10.883,,
584,06/13/20 08:00:00 PM,10.810,,
585,06/13/20 09:00:00 PM,10.858,,
586,06/13/20 10:00:00 PM,10.834,,
587,06/13/20 11:00:00 PM,10.810,,
588,06/14/20 12:00:00 AM,10.712,,
589,06/14/20 01:00:00 AM,10.614,,
590,06/14/20 02:00:00 AM,10.443,,
591,06/14/20 03:00:00 AM,10.247,,
592,06/14/20 04:00:00 AM,10.149,,
593,06/14/20 05:00:00 AM,10.051,,
594,06/14/20 06:00:00 AM,9.977,,
595,06/14/20 07:00:00 AM,9.928,,
596,06/14/20 08:00:00 AM,9.854,,
597,06/14/20 09:00:00 AM,9.829,,
598,06/14/20 10:00:00 AM,9.805,,
599,06/14/20 11:00:00 AM,9.756,,
